"GENE_ACCESSION_ID","GENE_SYMBOL","MOUSE_STRAIN","MOUSE_LIFE_STAGE","PARAMETER_ID","PVALUE","PARAMETER_NAME","ANALYSIS_ID"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","JAXLA_OFD_010_001",0.07932097,"Periphery distance travelled","j0w53s3965y9720"
"MGI:2384919","Rxylt1","C57BL","Late adult","IMPC_EYE_019_001",0.4092119,"Synechia","j0wd4l8h7ya6v9b"
"MGI:1201378","Anxa3","C57BL","early adult","IMPC_DXA_008_001",0.7156827,"Lean/Body weight","j0wz9aw182xd026"
"MGI:2180565","Pnma3","C57BL","Late adult","JAX_URI_001_001",0.4426326,"microAlbumin (calculated)","j0z2zrmjw58j32k"
"MGI:2442221","Zfp652","C57BL","Early adult","IMPC_HEM_007_001",0.1668253,"Mean cell hemoglobin concentration","j101g52329i18k2"
"MGI:2445160","Kcnh8","C57BL","Middle aged adult","CCP_LFO_001_001",0.6467683,"Weight","j10593e1rjej0ll"
"MGI:2686600","Zfp174","C57BL","Early adult","JAX_OFD_017_001",0.9213578,"Center average speed","j118222ymckue3x"
"MGI:2137624","Pom121","C57BL","E12.5","IMPC_ACS_006_001",0.3112813,"Response amplitude - S","j121488k3764635"
"MGI:3652306","Krtap4-8","C57BL","Early adult","IMPC_CBC_014_001",0.9299489,"Alkaline phosphatase","j127f35795d0091"
"MGI:1917933","Utp20","C57BL","Early adult","IMPC_DXA_007_001",0.8901539,"BMC/Body weight","j14r24v35p3190q"
"MGI:1916315","Chac1","C57BL","Early adult","IMPC_OFD_021_001",0.2549029,"Number of rears - total","j157dt4s9v5pzl5"
"MGI:1920703","1700067K01Rik","C57BL","Early adult","GMC_923_001_021",0.2810579,"Contact Righting Reflex","j17686c5t3l8sc2"
"MGI:1914759","Saysd1","C57BL","Early adult","IMPC_CAL_008_001",0.6264016,"Total food intake","j17a62x3i17784e"
"MGI:1923061","Saxo1","C57BL","Early adult","IMPC_GRS_009_001",0.1167477,"Forelimb and hindlimb grip strength measurement mean","j188zl5sji9uzr0"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","GMC_920_001_019",0.6671449,"PIF-rest","j1893c8jq871io6"
"MGI:104659","Dll1","C3H","Early adult","JAX_OFD_007_001",0.6509188,"Whole arena resting time","j190tfn0v8d029f"
"MGI:2443497","Zmat4","C57BL","Early adult","IMPC_DXA_008_001",0.06793337,"Lean/Body weight","j19ap3bg2xd980t"
"MGI:1914267","Fam210b","C57BL","Early adult","IMPC_EYE_024_001",0.5053503,"Retinal Blood Vessels","j19yx1h24176u78"
"MGI:1919364","Zbed3","C57BL","Early adult","IMPC_ACS_006_001",0.3935096,"Response amplitude - S","j1a87m3a5f7523t"
"MGI:2180565","Pnma3","C57BL","Early adult","IMPC_EYE_024_001",0.6991122,"Retinal Blood Vessels","j1b3xp0o6jv8n85"
"MGI:1921004","Thap1","C57BL","Early adult","JAXLA_OFD_007_001",0.9957287,"Whole arena resting time","j1cq3p6e62emx07"
"MGI:108278","Ube2m","C57BL","early adult","JAX_URI_001_001",0.8921685,"microAlbumin (calculated)","j1d456857o42i0f"
"MGI:1321393","Timeless","C57BL","Early adult","ESLIM_016_001_005",0.6778261,"Mean cell volume","j1dec1h7fgt4ri1"
"MGI:1913915","Msantd3","C57BL","Early adult","IMPC_CSD_007_001",0.5520368,"Coat - color - abdomen","j1ep73080ywpoyz"
"MGI:108398","Mlx","C57BL","Early adult","JAXLA_CSD_077_001",0.1037394,"Contact righting","j1f3i51911lg36z"
"MGI:2141101","Depdc5","C57BL","Early adult","IMPC_OWT_002_001",0.3009986,"Spleen weight","j1g0vw9695j2u26"
"MGI:1915485","Mturn","C57BL",NA,"IMPC_XRY_019_001",0.06508339,"Fusion of vertebrae","j1h0u47jbzftgg5"
"MGI:1916319","Tmem273","C57BL","Early adult","IMPC_CSD_006_001",0.270644,"Coat - color - head","j1h3k3evl8wf6lw"
"MGI:2139134","Cercam","C57BL","Early adult","JAX_OFD_010_001",0.8262828,"Periphery distance travelled","j1l910j17b7fux1"
"MGI:3643383","Calhm1","C57BL","Early adult","IMPC_EYE_018_001",0.08562428,"Fusion between cornea and lens","j1pg0x995c5407g"
"MGI:96669","Kcnc3","C57BL","Middle aged adult","JAXLA_OFD_021_001",0.06283539,"Number of rears - total","j1s3u7z58r329fn"
"MGI:3046938","Hrnr","C57BL","Early adult","IMPC_DXA_008_001",0.3935542,"Lean/Body weight","j1s5l651hd3c0i2"
"MGI:2442221","Zfp652","C57BL","Early adult","IMPC_OFD_020_001",0.9513092,"Distance travelled - total","j1tahb1046k42a6"
"MGI:104659","Dll1","C3H","Early adult","IMPC_HEM_039_001",0.5688199,"Large Unstained Cell (LUC) count","j1x2876fkdex1o1"
"MGI:1333798","Avil","C57BL","Early adult","JAX_LDT_001_001",0.193176,"Side changes","j1x2m4r86ff7a9a"
"MGI:97489","Pax5","C57BL","Early adult","GMC_912_001_008",0.5874253,"B-Wave 12500 Cd/mÂ² right eye","j1z64k91z95de80"
"MGI:88357","Cdk4","C57BL","E12.5","GMC_920_001_006",0.6399931,"PIF-active","j21j07k09ow7dua"
"MGI:1923061","Saxo1","C57BL","Early adult","IMPC_HEM_039_001",0.1637814,"Large Unstained Cell (LUC) count","j21n5774fqtvl1f"
"MGI:1338893","Padi1","C57BL","Early adult","MGP_CSD_008_001",0.6893689,"Startle response","j226e1ab165a397"
"MGI:2141101","Depdc5","C57BL","E15.5","IMPC_HEM_027_001",0.4784762,"Red blood cell distribution width","j227451176p834l"
"MGI:1351872","Slco2b1","C57BL","Early adult","IMPC_CSD_032_001",0.08687322,"Locomotor activity","j22abgvtwcl26gb"
"MGI:1916419","Fcmr","C57BL","Early adult","JAX_PLC_004_001",0.5114476,"Glucose","j23azm56k0xhx1i"
"MGI:2684917","Vcpkmt","C57BL","Early adult","JAXLA_CSD_039_001",0.3662653,"Limb grasp","j23mu8760089p4b"
"MGI:1338893","Padi1","C57BL","Early adult","ESLIM_015_001_015",0.111444,"Alkaline phosphatase","j2454g48wmps2s9"
"MGI:1351872","Slco2b1","C57BL","Early adult","IMPC_GEO_069_001",0.8050603,"Delayed embryonic development","j247690ct9n38fj"
"MGI:108398","Mlx","C57BL","Late adult","IMPC_IPG_010_001",0.5619854,"Fasted blood glucose concentration","j25b7jm2l3j64d9"
"MGI:1860383","Cd160","C57BL","Early adult","JAXLA_LDT_001_001",0.4489253,"Side changes","j268k248612o19r"
"MGI:1351872","Slco2b1","C57BL","Early adult","GMC_906_001_017",0.6161433,"Total cholesterol","j26a7va8we6iw47"
"MGI:892866","Dgcr2","C57BL","Early adult","JAX_URI_001_001",0.781592,"microAlbumin (calculated)","j26yuj2xuv696s9"
"MGI:1921004","Thap1","C57BL","E12.5","GMC_905_001_003",0.8245455,"Platelet","j27713139f548g3"
"MGI:2442221","Zfp652","C57BL","Early adult","IMPC_EYE_026_001",0.9923788,"Retinal Blood Vessels Pattern","j29054b2ytm66dh"
"MGI:2180565","Pnma3","C57BL","Early adult","IMPC_EYE_007_001",0.1834858,"Cornea","j2bc00a9q151539"
"MGI:1918830","Mtrf1l","C57BL","Early adult","JAXLA_CSD_005_001",0.05556292,"Coat - color - back","j2pxesh780w4801"
"MGI:1918830","Mtrf1l","129SV","Early adult","IMPC_CBC_003_001",0.5202848,"Chloride","j2wnh4ycb9o891o"
"MGI:97489","Pax5","C57BL","Early adult","IMPC_HEM_040_001",0.2830771,"Large Unstained Cell (LUC) differential count","j2yevp35hk66sek"
"MGI:2176740","Helq","C57BL","Early adult","IMPC_HEM_019_001",0.3171396,"Mean platelet volume","j300w9kqlf74zwv"
"MGI:2442978","Ogfod1","C57BL","Early adult","JAXLA_OFD_021_001",0.262792,"Number of rears - total","j307ejbfk3oz9s1"
"MGI:1919891","Mob2","C57BL","Early adult","IMPC_CAL_017_001",0.1028082,"Respiratory Exchange Ratio","j30graac2469811"
"MGI:1932386","Ift122","C57BL","Early adult","CCP_XRY_031_001",0.07342565,"Digit integrity","j310ipa2d0u6589"
"MGI:3652306","Krtap4-8","C57BL","Early adult","GMC_905_001_011",0.7722858,"Absolute number of lymphocytes","j313a8s9831edfl"
"MGI:2141101","Depdc5","C57BL","E15.5","IMPC_GEP_029_002",0.9001381,"Cyanosis","j31wl251284yy60"
"MGI:1859866","Cdc20","C57BL","E12.5","JAXLA_OFD_007_001",0.8169975,"Whole arena resting time","j33331lnd400d3y"
"MGI:96538","Il10ra","C57BL","Early adult","JAXLA_CSD_012_001",0.2342159,"Coat - hair distribution - head","j3366110k4syf44"
"MGI:1344341","Car14","C57BL","Early adult","IMPC_GEP_024_001",0.9390962,"Body wall morphology","j34n6t09m6486xj"
"MGI:2180565","Pnma3","C57BL","Early adult","IMPC_CBC_010_001",0.8239118,"Phosphorus","j35e20o375v476v"
"MGI:87939","Adrb3","C57BL","Early adult","JAX_OFD_020_001",0.8538464,"Distance travelled - total","j36u65llk4b0933"
"MGI:104659","Dll1","C3H","Early adult","IMPC_OFD_014_001",0.3810444,"Center distance travelled","j3780hwv5m5094j"
"MGI:97491","Pax7","C57BL","Early adult","GMC_905_001_011",0.8476092,"Absolute number of lymphocytes","j380jb8c0to0a58"
"MGI:1344341","Car14","C57BL","Early adult","GMC_905_001_011",0.54283,"Absolute number of lymphocytes","j3g87vf2q3am900"
"MGI:1333798","Avil","C57BL","Early adult","IMPC_CSD_032_001",0.5293114,"Locomotor activity","j3h671sjy5r0r3n"
"MGI:1932386","Ift122","C57BL","Early adult","JAXLA_OFD_009_001",0.8003683,"Whole arena average speed","j3i42763qm6lc47"
"MGI:1921004","Thap1","C57BL","E9.5","IMPC_EYE_068_001",0.9327909,"Left total retinal thickness","j3ipi5xt99h475y"
"MGI:2443086","Mindy2","C57BL","Middle aged adult","IMPC_CBC_016_001",0.09239975,"HDL-cholesterol","j3k9867388k70f4"
"MGI:3588207","Dnaaf3","C57BL","Early adult","IMPC_CBC_018_001",0.06054367,"Glucose","j3lu459tw2cipz3"
"MGI:87939","Adrb3","C57BL","Early adult","GMC_914_001_002",0.8806119,"Body temperature rectal","j3oq7j7855v968a"
"MGI:2143698","Vezt","C57BL","Early adult","IMPC_EYE_092_001",0.6669411,"Retina (combined)","j3oy272wq3e3h34"
"MGI:2137624","Pom121","C57BL","E12.5","GMC_916_001_021",0.5139083,"Line crossings","j3uk755ry554271"
"MGI:2684866","Slfn14","C57BL","Early adult","IMPC_EYE_064_001",0.1932385,"Right outer nuclear layer","j3xhgb416qrrr8p"
"MGI:3588207","Dnaaf3","C57BL","E18.5","IMPC_CBC_003_001",0.6158513,"Chloride","j3xqq1vn47gc8h9"
"MGI:97491","Pax7","C57BL","E12.5","GMC_916_001_022",0.1644365,"Body weight","j4079x5r2jwb2z4"
"MGI:3646964","Fscb","C57BL","Early adult","ESLIM_007_001_009",0.8516559,"Periphery average speed","j40bcb245w0l1bj"
"MGI:2685097","Lrrc37a","C57BL","Early adult","IMPC_CBC_015_001",0.2424733,"Total cholesterol","j413l4s2v7mad94"
"MGI:1914780","Uqcrb","C57BL","Early adult","IMPC_EYE_026_001",0.8924715,"Retinal Blood Vessels Pattern","j41b15vv49pea60"
"MGI:1913883","Nsa2","C57BL","Early adult","JAXLA_CSD_039_001",0.5451569,"Limb grasp","j41h8677nsyogou"
"MGI:88357","Cdk4","C57BL","E12.5","IMPC_IMM_033_002",0.3089362,"NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)","j41udgbagz8j0ka"
"MGI:892866","Dgcr2","C57BL","Early adult","IMPC_CSD_006_001",0.6990922,"Coat - color - head","j42p405ty044g08"
"MGI:104659","Dll1","C3H","Early adult","IMPC_EYE_068_001",0.8602332,"Left total retinal thickness","j436y65gag4d1k0"
"MGI:104294","Tyro3","C57BL","Early adult","IMPC_EYE_027_001",0.5326454,"Persistence of hyaloid vascular system","j4375c2gb78je46"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","ESLIM_015_001_015",0.3103097,"Alkaline phosphatase","j43t1lyvm51o3p2"
"MGI:1922184","Odad2","C57BL","Early adult","IMPC_OFD_021_001",0.3828778,"Number of rears - total","j4497ihy1703276"
"MGI:108398","Mlx","C57BL","Late adult","IMPC_ACS_035_001",0.9445331,"% Pre-pulse inhibition - PPI3","j4540sv4n563j5w"
"MGI:1917933","Utp20","C57BL","Early adult","IMPC_ABR_010_001",0.3731228,"24kHz-evoked ABR Threshold","j454d1e369nl504"
"MGI:1923061","Saxo1","C57BL","Early adult","IMPC_DXA_003_001",0.5663538,"Lean mass","j45871j447625wl"
"MGI:95321","Emb","C57BL","Early adult","GMC_920_001_005",0.9904411,"MV-active","j45l2c85p3788k7"
"MGI:1913883","Nsa2","C57BL","E15.5","IMPC_HEM_006_001",0.486223,"Mean corpuscular hemoglobin","j45wn50xrp5346f"
"MGI:1932386","Ift122","C57BL","Early adult","IMPC_CBC_018_001",0.4194517,"Glucose","j46bi967hdkn366"
"MGI:2443219","Tmem260","C57BL","Early adult","UCDLA_CBC_015_001",0.2114721,"Total cholesterol","j4743932ke14421"
"MGI:2654703","Otud7b","C57BL","early adult","IMPC_XRY_012_001",0.1799476,"Pelvis","j482567beo0gson"
"MGI:1916340","Ascc1","C57BL","E18.5","IMPC_CSD_013_001",0.3478456,"Coat - hair distribution - abdomen","j48puu67uo73tx5"
"MGI:3643383","Calhm1","C57BL","Early adult","GMC_920_001_013",0.887582,"sTV-active","j492fl2nn8q4x8d"
"MGI:108398","Mlx","C57BL","Late adult","IMPC_CBC_023_001",0.8254132,"Alpha-amylase","j49afg8s7r21d16"
"MGI:2442978","Ogfod1","C57BL","Early adult","IMPC_EYE_070_001",0.5915022,"Left outer nuclear layer","j4g5k32391hbjgy"
"MGI:2654703","Otud7b","C57BL","Early adult","GMC_906_001_018",0.3501569,"Triglyceride","j4h75t0o463u5c3"
"MGI:1347061","Abcg2","C57BL","Early adult","IMPC_IMM_011_001",0.5688629,"CD4 NKT cells","j4j03x88m2573b8"
"MGI:2384919","Rxylt1","C57BL","E9.5","IMPC_HEM_035_001",0.4496682,"Eosinophil differential count","j4jn5i24597lt17"
"MGI:2384919","Rxylt1","C57BL","Late adult","JAX_OFD_007_001",0.7451568,"Whole arena resting time","j4kv6gn7190n9lp"
"MGI:1917933","Utp20","C57BL","Early adult","IMPC_DXA_008_001",0.7445364,"Lean/Body weight","j4m9x0795589528"
"MGI:1916340","Ascc1","C57BL","Early adult","GMC_920_001_014",0.5033462,"sMV-active","j4mv2moi592xdfc"
"MGI:88357","Cdk4","C57BL","E15.5","IMPC_CSD_032_001",0.1771462,"Locomotor activity","j4p927eg7097od0"
"MGI:2444785","Dcaf5","C57BL","Early adult","IMPC_CBC_014_001",2.399619e-05,"Alkaline phosphatase","j4q5su7s249z8dd"
"MGI:2684917","Vcpkmt","C57BL","Early adult","IMPC_ACS_035_001",0.9024463,"% Pre-pulse inhibition - PPI3","j4s6j23h8249856"
"MGI:108398","Mlx","C57BL","Middle aged adult","CCP_LDT_001_001",0.1361699,"Side changes","j5077hd2kr4t99t"
"MGI:5546359","Xndc1","C57BL","Early adult","IMPC_XRY_057_001",0.7065097,"Kyphosis","j511f57420r243j"
"MGI:1931415","Mynn","C57BL","Early adult","CCP_LDT_001_001",0.8762638,"Side changes","j54l8knpxulmv5t"
"MGI:1913915","Msantd3","C57BL","Early adult","IMPC_IPG_012_001",0.5004508,"Area under glucose response curve","j552lt11x3w7041"
"MGI:1315201","Grcc10","C57BL","E18.5","IMPC_DXA_003_001",0.1135307,"Lean mass","j55kqd91ur55d0z"
"MGI:96669","Kcnc3","C57BL","Middle aged adult","IMPC_CBC_058_001",0.748233,"Cholesterol ratio","j5634n80gw417wq"
"MGI:97489","Pax5","C57BL","Early adult","GMC_916_001_013",0.4634796,"Entries on Board","j5840yu7ycvmpl7"
"MGI:2180565","Pnma3","C57BL","Early adult","IMPC_CSD_078_001",0.1680168,"Vocalization","j58h9q713661vwt"
"MGI:2137624","Pom121","C57BL","E9.5","IMPC_GRS_009_001",0.8454737,"Forelimb and hindlimb grip strength measurement mean","j59efus311la244"
"MGI:2686600","Zfp174","C57BL","Early adult","GMC_906_001_017",0.07599603,"Total cholesterol","j5c0t83i072iq41"
"MGI:2686600","Zfp174","C57BL","Early adult","IMPC_ACS_035_001",0.7104026,"% Pre-pulse inhibition - PPI3","j5cb1d4o75o3s2m"
"MGI:108398","Mlx","C57BL","Late adult","GMC_906_001_018",0.9619789,"Triglyceride","j5f13q02h9831ml"
"MGI:2137624","Pom121","C57BL","Early adult","IMPC_CBC_005_001",0.8525365,"Creatinine","j5f55s4ouvg39ba"
"MGI:88357","Cdk4","C57BL","Early adult","IMPC_XRY_061_001",0.9186817,"Fusion of processes","j5h7zhh232x8hp7"
"MGI:3588207","Dnaaf3","C57BL","Early adult","IMPC_OWT_002_001",0.08533092,"Spleen weight","j5hvfy4fwz37az6"
"MGI:1926020","Arl14ep","C57BL","Early adult","GMC_905_001_011",0.1093131,"Absolute number of lymphocytes","j5kp0s7vc3nn2j3"
"MGI:2685097","Lrrc37a","C57BL","Early adult","ESLIM_009_001_703",0.3963622,"Forelimb grip strength normalised against body weight","j5l332851kyw5na"
"MGI:109186","Ncf4","C57BL","Early adult","JAX_SLW_014_001",0.7672035,"Breath rate during sleep standard deviation","j5s5y8xj45b21mu"
"MGI:2180565","Pnma3","C57BL","Early adult","JAX_LDT_001_001",0.2384205,"Side changes","j6002i2k5im5tiy"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","UCDLA_CBC_015_001",0.2463063,"Total cholesterol","j601lia7930d1d0"
"MGI:2155959","Lnx2","C57BL","Early adult","JAX_OFD_013_001",0.3463787,"Periphery average speed","j61tzbquz55h901"
"MGI:1328358","Myom2","C57BL","Early adult","GMC_914_001_002",0.5251301,"Body temperature rectal","j6355zj537774h9"
"MGI:1926020","Arl14ep","C57BL","Early adult","IMPC_XRY_019_001",0.3180795,"Fusion of vertebrae","j640t39z6cyw017"
"MGI:2684917","Vcpkmt","C57BL","Early adult","IMPC_EYE_057_001",0.3329326,"Min right eye lens density","j68a0a79r7sw296"
"MGI:97489","Pax5","C57BL","Early adult","IMPC_CSD_008_001",0.9183256,"Coat - color pattern - back","j69ph7z82m98z0f"
"MGI:88357","Cdk4","C57BL","Early adult","GMC_920_001_004",0.8787001,"TV-active","j6aif4d2cwd6ual"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_EYE_018_001",0.9932236,"Fusion between cornea and lens","j6bzr1u4s5ha5lo"
"MGI:2155959","Lnx2","C57BL","Early adult","IMPC_GEO_069_001",0.7228117,"Delayed embryonic development","j6d157x7oaftr80"
"MGI:3588207","Dnaaf3","C57BL","E18.5","IMPC_ACS_006_001",0.4025496,"Response amplitude - S","j6h0895b4e87kwk"
"MGI:2180565","Pnma3","C57BL","Early adult","IMPC_CBC_058_001",0.9890526,"Cholesterol ratio","j6tvc626n0tj1h2"
"MGI:88357","Cdk4","C57BL","E12.5","IMPC_CSD_005_001",0.1238219,"Coat - color - back","j6u2kzmny279464"
"MGI:1926020","Arl14ep","C57BL","Early adult","ESLIM_015_001_013",0.4585096,"Aspartate aminotransferase","j6w9mih8971ys47"
"MGI:104992","Crybb1","C57BL","Early adult","JAXLA_OFD_007_001",0.1679419,"Whole arena resting time","j6xo4859in63j62"
"MGI:1921004","Thap1","C57BL","Early adult","HRWL_OWT_001_001",0.6034342,"Spleen weight","j6xte6m80r1jrj3"
"MGI:2384974","Flvcr2","C57BL","Early adult","IMPC_EYE_092_001",0.5587,"Retina (combined)","j6y0a1eyz1k4t77"
"MGI:1098240","Kif16b","C57BL","Early adult","IMPC_ABR_010_001",0.3648927,"24kHz-evoked ABR Threshold","j71tnnn1sb82082"
"MGI:2686600","Zfp174","C57BL","Early adult","IMPC_HEM_039_001",0.07643717,"Large Unstained Cell (LUC) count","j72qc7304d63uth"
"MGI:1917180","Zfp715","C57BL","Early adult","IMPC_INS_001_001",0.4890955,"Insulin","j73ej64acfhg640"
"MGI:1918359","Flacc1","C57BL","Early adult","GMC_914_001_002",0.3940963,"Body temperature rectal","j74vamk1n33503b"
"MGI:96669","Kcnc3","C57BL","Middle aged adult","JAXLA_CSD_004_001",0.9518093,"Tail - morphology","j74wj129fdi15e4"
"MGI:1315201","Grcc10","C57BL","E18.5","JAX_OFD_020_001",0.2867889,"Distance travelled - total","j7573s9cm8qsr31"
"MGI:108398","Mlx","C57BL","Middle aged adult","HRWL_OWT_001_001",0.938455,"Spleen weight","j76as6w4zfuv7kr"
"MGI:2180565","Pnma3","C57BL","Middle aged adult","IMPC_EYE_016_001",0.3991024,"Lens","j76wt81gef1l4d3"
"MGI:3588207","Dnaaf3","C57BL","Early adult","IMPC_ACS_006_001",0.9691895,"Response amplitude - S","j770k363t6yb77h"
"MGI:1344341","Car14","C57BL","Early adult","IMPC_ACS_006_001",0.6908892,"Response amplitude - S","j7770yiz1s3lt9v"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_CBC_003_001",0.435718,"Chloride","j77j891qh969731"
"MGI:88357","Cdk4","C57BL","Early adult","CCP_XRY_033_001",0.7838645,"Tibia length","j78g69n6zhm6sq6"
"MGI:98930","Vil1","C57BL","Early adult","JAXLA_OFD_007_001",0.663977,"Whole arena resting time","j78sts827d1q544"
"MGI:1919118","Spmap2l","C57BL","Early adult","JAX_OFD_010_001",0.3136669,"Periphery distance travelled","j792v08wt38g4h1"
"MGI:1915485","Mturn","C57BL","Early adult","IMPC_EYE_068_001",0.8390549,"Left total retinal thickness","j793f8d691tpa70"
"MGI:98930","Vil1","C57BL","Early adult","IMPC_EYE_018_001",0.61275,"Fusion between cornea and lens","j79jt8rac9h23s6"
"MGI:1338893","Padi1","C57BL","Early adult","IMPC_CBC_007_001",0.3784101,"Albumin","j79k2074xw29824"
"MGI:97491","Pax7","C57BL","Early adult","UCDLA_CBC_015_001",0.2141306,"Total cholesterol","j7bxy52lt5d776y"
"MGI:88357","Cdk4","C57BL","Early adult","IMPC_CSD_007_001",NA,"Coat - color - abdomen","j7f7o9xm08k8m0f"
"MGI:1918830","Mtrf1l","C57BL","Early adult","M-G-P_026_001_006",0.0951854,"Skin condition","j7h539ua26cs64c"
"MGI:1932386","Ift122","C57BL","Early adult","GMC_920_001_004",0.2077186,"TV-active","j7ma77a0bkf4wb1"
"MGI:2443086","Mindy2","C57BL","Middle aged adult","IMPC_HEM_007_001",0.6344187,"Mean cell hemoglobin concentration","j7o9413d914wabg"
"MGI:2685018","Ccdc110","C57BL","Early adult","IMPC_CSD_078_001",0.9024381,"Vocalization","j7p8v13thn75x9n"
"MGI:96669","Kcnc3","C57BL","Late adult","IMPC_HEM_001_001",0.606289,"White blood cell count","j7r94n7318i37t9"
"MGI:1916419","Fcmr","C57BL","Early adult","IMPC_EYE_007_001",0.5826124,"Cornea","j7t0853tpg5i4e5"
"MGI:2445160","Kcnh8","C57BL","Early adult","IMPC_EYE_092_002",0.6469272,"Retina (combined)","j7uesejh91z1i69"
"MGI:3046938","Hrnr","C57BL","Early adult","GMC_906_001_009",0.538491,"Calcium","j7vuw1136l69h91"
"MGI:1890257","Tas2r103","C57BL","Early adult","IMPC_ABR_004_001",0.9505554,"6kHz-evoked ABR Threshold","j7xpg5h7r4839av"
"MGI:1859866","Cdc20","C57BL","E12.5","ESLIM_020_001_003",0.6088921,"Tibia length","j80253nvelteat1"
"MGI:1920703","1700067K01Rik","C57BL","Early adult","ESLIM_016_001_004",0.195685,"Haematocrit","j80zy31v3n00yl1"
"MGI:2443219","Tmem260","C57BL","Early adult","JAXLA_LDT_001_001",0.126072,"Side changes","j8247yy73t8t4fu"
"MGI:96538","Il10ra","C57BL","Early adult","JAXLA_DXA_005_001",0.4763549,"Bone Mineral Content (excluding skull)","j8277wg41xq658a"
"MGI:1333798","Avil","C57BL","Early adult","CCP_LDT_006_001",0.7597121,"Latency to first transition into light","j837ctx40od45fh"
"MGI:2155959","Lnx2","C57BL","Early adult","IMPC_CSD_008_001",0.9926779,"Coat - color pattern - back","j83y16rc1o0tc29"
"MGI:1931415","Mynn","C57BL","Early adult","IMPC_HEM_035_001",0.4902373,"Eosinophil differential count","j85zxc4o5uq9x7c"
"MGI:96669","Kcnc3","C57BL","Late adult","IMPC_GEO_069_001",0.7405002,"Delayed embryonic development","j863sg53fv92uo9"
"MGI:2685018","Ccdc110","C57BL","Early adult","JAXLA_CSD_036_001",0.8491315,"Startle response","j865wf2171c2909"
"MGI:2385852","Tifab","C57BL","Early adult","IMPC_HWT_008_001",0.4679653,"Heart weight","j8721sg8r3hd571"
"MGI:88357","Cdk4","C57BL","Early adult","IMPC_EYE_092_002",0.3731062,"Retina (combined)","j873nl60d91m90b"
"MGI:2384982","Cdca7l","C57BL","middle aged adult","JAXLA_DXA_008_001",0.2229855,"Lean/Body weight","j8750xod6w824y0"
"MGI:1859866","Cdc20","C57BL","Early adult","IMPC_XRY_033_001",0.2568072,"Tibia length","j88q7ofca994jk9"
"MGI:1916340","Ascc1","C57BL","Early adult","IMPC_OFD_009_001",0.1407476,"Whole arena average speed","j89285jol60uh32"
"MGI:2384919","Rxylt1","C57BL","Middle aged adult","IMPC_CBC_028_001",0.5679553,"Creatine kinase","j89501s54m4uj22"
"MGI:2681846","Mpv17l2","C57BL","Early adult","JAXLA_CBC_018_001",0.2556795,"Glucose","j8b3qf23c898zvf"
