parameter_name,parameter_description,parameter_id
Sternum,NA,IMPC_BLK_044_001
Femur,NA,IMPC_BLK_045_001
Bone marrow,NA,IMPC_BLK_046_001
Brown fat,NA,IMPC_BLK_047_001
Tibia,NA,IMPC_BLK_048_001
Knee joint,NA,IMPC_BLK_049_001
Trigeminal V nerve,NA,IMPC_BLK_050_001
Nasal cavity,NA,IMPC_BLK_051_001
Ear,NA,IMPC_BLK_052_001
Tooth,NA,IMPC_BLK_053_001
Tongue,NA,IMPC_BLK_054_001
Sciatic nerve,NA,IMPC_BLK_055_001
Bone,NA,IMPC_BLK_056_001
Failure heart looping,failure_heart_looping,IMPC_GEL_007_002
Absent heartbeat,absent_heartbeat,IMPC_GEL_008_002
Incomplete embryo turning,incomplete_embryo_turning,IMPC_GEL_012_002
Pale yolk sac,pale_yolk_sac,IMPC_GEL_017_002
Pallor,pallor,IMPC_GEL_036_002
Blebs,blebs,IMPC_GEL_037_002
Severely Dysmorphic,NA,IMPC_GEL_055_001
Acoustic startle response measure,NA,IMPC_ACS_040_001
Edema,NA,IMPC_GEL_056_001
Heart looping,NA,IMPC_GEL_057_001
Heart morphology,NA,IMPC_GEL_058_001
Hemorrhage,NA,IMPC_GEL_059_001
Neural tube morphology,NA,IMPC_GEL_060_001
Optic vesicle morphology,NA,IMPC_GEL_061_001
CRL,NA,IMPC_GEL_062_001
Delayed embryonic development,NA,IMPC_GEL_063_001
Somite Morphology,NA,IMPC_GEL_064_001
Left-right axis patterning,NA,IMPC_GEL_065_001
Vascular morphology,NA,IMPC_GEL_066_001
Brain - Significance score,NA,IMPC_HIS_179_001
Eye with optic nerve - Significance score,NA,IMPC_HIS_180_001
Spinal cord - Significance score,NA,IMPC_HIS_181_001
Thymus - Significance score,NA,IMPC_HIS_182_001
Thyroid - Significance score,NA,IMPC_HIS_183_001
Heart - Significance score,NA,IMPC_HIS_184_001
Trachea - Significance score,NA,IMPC_HIS_185_001
Esophagus - Significance score,NA,IMPC_HIS_186_001
Lung - Significance score,NA,IMPC_HIS_187_001
Liver - Significance score,NA,IMPC_HIS_188_001
Gall bladder - Significance score,NA,IMPC_HIS_189_001
Stomach - Significance score,NA,IMPC_HIS_190_001
Small intestine - Significance score,NA,IMPC_HIS_191_001
Large intestine - Significance score,NA,IMPC_HIS_192_001
Pancreas - Significance score,NA,IMPC_HIS_193_001
Spleen - Significance score,NA,IMPC_HIS_194_001
Kidney - Significance score,NA,IMPC_HIS_195_001
Adrenal gland - Significance score,NA,IMPC_HIS_196_001
Mammary gland - Significance score,NA,IMPC_HIS_197_001
Lymph node - Significance score,NA,IMPC_HIS_198_001
Skin - Significance score,NA,IMPC_HIS_199_001
Skeletal muscle - Significance score,NA,IMPC_HIS_200_001
Urinary bladder - Significance score,NA,IMPC_HIS_201_001
Testes - Significance score,NA,IMPC_HIS_202_001
Epididymis - Significance score,NA,IMPC_HIS_203_001
Prostate - Significance score,NA,IMPC_HIS_204_001
Seminal vesicle - Significance score,NA,IMPC_HIS_205_001
Ovary - Significance score,NA,IMPC_HIS_206_001
Uterus - Significance score,NA,IMPC_HIS_207_001
Alive,alive,IMPC_GEM_001_001
Scored,scored,IMPC_GEM_002_001
Cardiovascular System,cardiovascular_system,IMPC_GEM_003_001
Cardiovascular Development,cardiovascular_development,IMPC_GEM_004_001
Vascular Development,vascular_development,IMPC_GEM_005_001
Outflow tract development,outflow_tract_development,IMPC_GEM_006_001
Absent heartbeat,absent_heartbeat,IMPC_GEM_008_001
Craniofacial,craniofacial,IMPC_GEM_009_001
Craniofacial Development,craniofacial_development,IMPC_GEM_010_001
Embryogenesis Phenotype,embryogenesis_phenotype,IMPC_GEM_011_001
Extraembryonic tissue morphology,extraembryonic_tissue_morphology,IMPC_GEM_012_001
Allantois Morphology,allantois_morphology,IMPC_GEM_013_001
Vitelline vasculature morphology,vitelline_vasculature_morphology,IMPC_GEM_014_001
Vitelline vein morphology,vitelline_vein_morphology,IMPC_GEM_015_001
Pale yolk sac,pale_yolk_sac,IMPC_GEM_016_001
Chorioallantoic fusion,chorioallantoic_fusion,IMPC_GEM_018_001
Hearing/Vestibular/Ear Phenotype,hearing_vestibular_ear_phenotype,IMPC_GEM_020_001
Ear Development,ear_development,IMPC_GEM_022_001
Integument,integument,IMPC_GEM_023_001
Pallor,pallor,IMPC_GEM_025_001
Blebs,blebs,IMPC_GEM_026_001
Liver/Biliary,liver_biliary,IMPC_GEM_030_001
Liver Morphology,liver_morphology,IMPC_GEM_031_001
Pale Liver,pale_liver,IMPC_GEM_033_001
Gastroschisis (herniated abdominal wall),gastroschisis_herniated_abdominal_wall,IMPC_GEM_034_001
Nervous System,nervous_system,IMPC_GEM_035_001
Forebrain development,forebrain_development,IMPC_GEM_037_001
Midbrain development,midbrain_development,IMPC_GEM_038_001
Hindbrain development,hindbrain_development,IMPC_GEM_039_001
Vision/Eye,vision_eye,IMPC_GEM_040_001
Eye Size,eye_size,IMPC_GEM_042_001
Microphthalmia,microphthalmia,IMPC_GEM_043_001
Anophthalmia,anophthalmia,IMPC_GEM_044_001
Failure heart looping,failure_heart_looping,IMPC_GEM_045_001
Gastrulation,abnormal_gastrulation,IMPC_GEM_046_001
Outcome,NA,IMPC_EVL_001_001
Total embryos,NA,IMPC_EVL_002_001
% embryos WT,NA,IMPC_EVL_003_001
Time of dark cycle start,NA,IMPC_EVL_004_001
Decision,NA,IMPC_EVL_005_001
Comment on Decision (in English),NA,IMPC_EVL_006_001
Total embryos WT,NA,IMPC_EVL_007_001
Total embryos heterozygous,NA,IMPC_EVL_008_001
Total embryos homozygous,NA,IMPC_EVL_009_001
Total dead embryos,NA,IMPC_EVL_010_001
Total dead WT,NA,IMPC_EVL_011_001
Total dead heterozygous,NA,IMPC_EVL_012_001
Total dead homozygous,NA,IMPC_EVL_013_001
Total gross defect at dissection (alive or dead) embryos,NA,IMPC_EVL_014_001
Total gross defect at dissection (alive or dead) WT,NA,IMPC_EVL_015_001
Total gross defect at dissection (alive or dead) heterozygous,NA,IMPC_EVL_016_001
Total gross defect at dissection (alive or dead) homozygous,NA,IMPC_EVL_017_001
Number of reabsorptions,NA,IMPC_EVL_018_001
% embryos heterozygous,NA,IMPC_EVL_019_001
% embryos homozygous,NA,IMPC_EVL_020_001
Average Litter Size,NA,IMPC_EVL_021_001
Time of dark cycle end,NA,IMPC_EVL_022_001
Embryo medium,NA,IMPC_EVL_023_001
Total live embryos,NA,IMPC_EVL_024_001
Total live heterozygous,NA,IMPC_EVL_025_001
Total live WT,NA,IMPC_EVL_026_001
Total live homozygous,NA,IMPC_EVL_027_001
Retina (combined),NA,IMPC_EYE_092_002
Body weight,body_weight,IMPC_BWT_001_001
General comments about the mouse,general_comments_about_the_mouse,IMPC_BWT_002_001
Equipment ID,equipment_name,IMPC_BWT_003_001
Equipment manufacturer,equipment_manufacturer,IMPC_BWT_004_001
Experimenter ID,experimenter_id,IMPC_BWT_005_001
Date equipment last calibrated,NA,IMPC_BWT_006_001
Equipment model,NA,IMPC_BWT_007_001
Body weight curve,Derivation to collect all body weights measured (when available) and plot them correctly as time series.,IMPC_BWT_008_001
Distance travelled,distance_travelled,IMPC_OFD_005_001
Number of Rears,number_of_rears,IMPC_OFD_006_001
Whole arena resting time,whole_arena_resting_time,IMPC_OFD_007_001
Whole arena permanence,whole_arena_permanence,IMPC_OFD_008_001
Whole arena average speed,whole_arena_average_speed,IMPC_OFD_009_001
Periphery distance travelled,periphery_distance_travelled,IMPC_OFD_010_001
Periphery resting time,periphery_resting_time,IMPC_OFD_011_001
Periphery permanence time,periphery_permanence_time,IMPC_OFD_012_001
Periphery average speed,periphery_average_speed,IMPC_OFD_013_001
Center distance travelled,center_distance_travelled,IMPC_OFD_014_001
Center resting time,center_resting_time,IMPC_OFD_015_001
Center permanence time,center_permanence_time,IMPC_OFD_016_001
Center average speed,center_average_speed,IMPC_OFD_017_001
Latency to center entry,latency_to_center_entry,IMPC_OFD_018_001
Number of center entries,number_of_center_entries,IMPC_OFD_019_001
Distance travelled - total,distance_travelled_total,IMPC_OFD_020_001
Number of rears - total,number_of_rears_total,IMPC_OFD_021_001
Percentage center time,percentage_center_time,IMPC_OFD_022_001
Equipment ID,equipment_name,IMPC_OFD_023_001
Equipment manufacturer,equipment_manufacturer,IMPC_OFD_024_001
Equipment model,equipment_model,IMPC_OFD_025_001
Central zone surface area,central_zone_surface_area,IMPC_OFD_026_001
Light intensity in the centre of the arena,light_intensity_in_the_centre_of_the_arena,IMPC_OFD_027_001
Number of animals per cage,number_of_animals_per_cage,IMPC_OFD_028_001
Color of arena,color_of_arena,IMPC_OFD_029_001
Height of the wall,height_of_the_wall,IMPC_OFD_030_001
Distance from light source: if direct illumination,distance_from_light_source_if_direct_illuminaton,IMPC_OFD_031_001
Periphery zone,periphery_zone,IMPC_OFD_032_001
Type of analysis,type_of_analysis,IMPC_OFD_033_001
Arena Size,arena_size,IMPC_OFD_034_001
Experimenter ID,experimenter,IMPC_OFD_035_001
Disinfectant,disinfectant,IMPC_OFD_036_001
Start Time,start_time,IMPC_OFD_037_001
Arena ID,arena_id,IMPC_OFD_038_001
Software Version,software_version,IMPC_OFD_039_001
Arena Material,arena_material,IMPC_OFD_040_001
Date equipment last calibrated,NA,IMPC_OFD_041_001
Whole arena resting time series,NA,IMPC_OFD_001_001
Whole arena average speed series,NA,IMPC_OFD_002_001
Periphery distance travelled series,NA,IMPC_OFD_003_001
Periphery resting time series,NA,IMPC_OFD_004_001
Periphery permanence time series,NA,IMPC_OFD_042_001
Periphery average speed series,NA,IMPC_OFD_043_001
Center distance travelled series,NA,IMPC_OFD_044_001
Center resting time series,NA,IMPC_OFD_045_001
Center permanence time series,NA,IMPC_OFD_046_001
Center average speed series,NA,IMPC_OFD_047_001
Number of center entries series,NA,IMPC_OFD_048_001
Light beam barrier height (Z axis),height of the Z axis light beam used to determine when mouse is rearing,IMPC_OFD_049_001
Percentage center movement time,percentage_center_movement_time,IMPC_OFD_050_001
Resting definition threshold,Parameter measuring how the equipment defines a 'resting' animal,IMPC_OFD_051_001
Rearing definition threshold,Parameter measuring how the equipment defines a 'rearing' animal,IMPC_OFD_052_001
Absent heartbeat,absent_heartbeat,IMPC_GEO_007_001
Hemorrhage,hemorrhage,IMPC_GEO_009_001
Skin Hemorrhage,skin_hemorrhage,IMPC_GEO_010_001
Facial Cleft,facial_cleft,IMPC_GEO_017_001
Cleft Palate,cleft_palate,IMPC_GEO_018_001
Hydrops fetalis (fetal adema),hydrops_fetalis_fetal_adema,IMPC_GEO_025_001
Gastroschisis (herniated abdominal wall),gastroschisis_herniated_abdominal_wall,IMPC_GEO_026_001
Polydactyly,polydactyly,IMPC_GEO_034_001
Pale Liver,pale_liver,IMPC_GEO_038_001
Exencephaly,exencephaly,IMPC_GEO_041_001
Holoprosencephaly,holoprosencephaly,IMPC_GEO_042_001
spina bifida,spina_bifida,IMPC_GEO_043_001
Microphthalmia,microphthalmia,IMPC_GEO_047_001
Anophthalmia,anophthalmia,IMPC_GEO_048_001
Outcome,NA,IMPC_EVM_001_001
Decision,NA,IMPC_EVM_002_001
Comment on Decision (in English),NA,IMPC_EVM_003_001
Total embryos WT,NA,IMPC_EVM_004_001
Total embryos heterozygous,NA,IMPC_EVM_005_001
Total embryos homozygous,NA,IMPC_EVM_006_001
Total dead embryos,NA,IMPC_EVM_007_001
Total dead WT,NA,IMPC_EVM_008_001
Total dead heterozygous,NA,IMPC_EVM_009_001
Total dead homozygous,NA,IMPC_EVM_010_001
Total gross defect at dissection (alive or dead) embryos,NA,IMPC_EVM_011_001
Total gross defect at dissection (alive or dead) WT,NA,IMPC_EVM_012_001
Total gross defect at dissection (alive or dead) heterozygous,NA,IMPC_EVM_013_001
Total gross defect at dissection (alive or dead) homozygous,NA,IMPC_EVM_014_001
Number of reabsorptions,NA,IMPC_EVM_015_001
% embryos WT,NA,IMPC_EVM_016_001
% embryos heterozygous,NA,IMPC_EVM_017_001
% embryos homozygous,NA,IMPC_EVM_018_001
Average Litter Size,NA,IMPC_EVM_019_001
Time of dark cycle start,NA,IMPC_EVM_020_001
Time of dark cycle end,NA,IMPC_EVM_021_001
Embryo medium,NA,IMPC_EVM_022_001
Total embryos,NA,IMPC_EVM_023_001
Total live embryos,NA,IMPC_EVM_024_001
Total live heterozygous,NA,IMPC_EVM_025_001
Total live WT,NA,IMPC_EVM_026_001
Total live homozygous,NA,IMPC_EVM_027_001
No spontaneous movement,no_spontaneous_movement,IMPC_GEP_004_001
Unresponsive to tactile stimuli,unresponsive_to_tactile_stimuli,IMPC_GEP_005_001
Hemorrhage,hemorrhage,IMPC_GEP_011_001
Skin Hemorrhage,skin_hemorrhage,IMPC_GEP_012_001
Facial Cleft,facial_cleft,IMPC_GEP_018_001
Cleft Palate,cleft_palate,IMPC_GEP_019_001
Cyanosis,cyanosis,IMPC_GEP_029_001
Edema,edema,IMPC_GEP_030_001
Hydrops fetalis (fetal adema),hydrops_fetalis_fetal_adema,IMPC_GEP_031_001
Polydactyly,polydactyly,IMPC_GEP_039_001
Exencephaly,exencephaly,IMPC_GEP_047_001
Holoprosencephaly,holoprosencephaly,IMPC_GEP_048_001
spina bifida,spina_bifida,IMPC_GEP_049_001
Respiratory Failure,respiratory_failure,IMPC_GEP_055_001
Microphthalmia,microphthalmia,IMPC_GEP_059_001
Anophthalmia,anophthalmia,IMPC_GEP_060_001
Failure of Eyelid Fusion,failure_of_eyelid_fusion,IMPC_GEP_061_001
Forepaw - size,forepaw_size,IMPC_CSD_040_001
Hindpaw - size,hindpaw_size,IMPC_CSD_041_001
Forepaw - shape,forepaw_shape,IMPC_CSD_042_001
Hindpaw - shape,hindpaw_shape,IMPC_CSD_043_001
Forelimb digit - number,forelimb_digit_number,IMPC_CSD_044_001
Hindlimb digit - number,hindlimb_digit_number,IMPC_CSD_045_001
Forelimb digit - shape,forelimb_digit_shape,IMPC_CSD_048_001
Hindlimb digit - shape,hindlimb_digit_shape,IMPC_CSD_049_001
Forelimb nail - number,forelimb_nail_number,IMPC_CSD_050_001
Hindlimb nail - number,hindlimb_nail_number,IMPC_CSD_051_001
Forelimb nail - length,forelimb_nail_length,IMPC_CSD_052_001
Hindlimb nail - length,hindlimb_nail_length,IMPC_CSD_053_001
Forelimb nail - shape,forelimb_nail_shape,IMPC_CSD_054_001
Hindlimb nail - shape,hindlimb_nail_shape,IMPC_CSD_055_001
Gross Findings Male,gross_findings,IMPC_FER_001_001
Pups born (primary),pups_born_primary_,IMPC_FER_002_001
Total matings (primary),total_matings_primary_,IMPC_FER_003_001
Total litters (primary),total_litters_primary_,IMPC_FER_004_001
Total pups with dissection (primary),total_pups_primary_,IMPC_FER_005_001
Pups born (Male screen),pups_born_male_screen_,IMPC_FER_006_001
Total matings (Male screen),total_matings_male_screen_,IMPC_FER_007_001
Total litters (Male screen),total_litters_male_screen_,IMPC_FER_008_001
Total pups/embryos (Male Screen),total_pups_embryos_male_screen_,IMPC_FER_009_001
Pups born (Female Screen),pups_born_female_screen_,IMPC_FER_010_001
Total matings (Female Screen),total_matings_female_screen_,IMPC_FER_011_001
Total litters (Female Screen),total_litters_female_screen_,IMPC_FER_012_001
Total pups/embryos (Female Screen),total_pups_embryos_female_screen_,IMPC_FER_013_001
Age of set up,age_of_set_up,IMPC_FER_014_001
Time spent in breeding,time_breeding,IMPC_FER_015_001
Test strain genotype,test_strain_genotype,IMPC_FER_016_001
Test strain background secondary  (MGI ID),test_strain_background,IMPC_FER_017_001
Date of matings,date_of_matings,IMPC_FER_018_001
Gross Findings Female,NA,IMPC_FER_019_001
Age of set up (Male screen),NA,IMPC_FER_020_001
Age of set up (Female screen),NA,IMPC_FER_021_001
Time spent in  breeding (Male screen),NA,IMPC_FER_022_001
Time spent in breeding (Female screen),NA,IMPC_FER_023_001
Heterozygous - Gross Findings Male,NA,IMPC_FER_024_001
Heterozygous - Gross Findings Female,NA,IMPC_FER_025_001
Hindbrain,NA,IMPC_EOL_013_001
4th ventricle,NA,IMPC_EOL_014_001
Mesencephalic vesicle,NA,IMPC_EOL_015_001
Forebrain,NA,IMPC_EOL_016_001
Telecenphalic (lateral) ventricle,NA,IMPC_EOL_017_001
Rhombomeres,NA,IMPC_EOL_018_001
Notochord,NA,IMPC_EOL_019_001
Infundibular recess of 3rd ventricle,NA,IMPC_EOL_020_001
Rathke's pouch,NA,IMPC_EOL_021_001
Optic vesicle,NA,IMPC_EOL_022_001
Otocyst,NA,IMPC_EOL_023_001
1st branchial arch,NA,IMPC_EOL_024_001
1st arch artery,NA,IMPC_EOL_025_001
2nd branchial arch,NA,IMPC_EOL_026_001
2nd arch artery,NA,IMPC_EOL_027_001
Oropharynx,NA,IMPC_EOL_028_001
3rd branchial arch,NA,IMPC_EOL_029_001
3rd arch artery,NA,IMPC_EOL_030_001
Aortic sac,NA,IMPC_EOL_031_001
Common atrial chamber,NA,IMPC_EOL_032_001
Atrioventricular canal,NA,IMPC_EOL_033_001
Heart ventricle,NA,IMPC_EOL_034_001
Primitive heart tube cardiac muscle,NA,IMPC_EOL_035_001
Dorsal aorta,NA,IMPC_EOL_036_001
Hepatic primordium,NA,IMPC_EOL_037_001
Hindgut,NA,IMPC_EOL_038_001
Forelimb bud,NA,IMPC_EOL_039_001
Neural tube,NA,IMPC_EOL_040_001
Caudal neuropore,NA,IMPC_EOL_041_001
Somite,NA,IMPC_EOL_042_001
Somite count,NA,IMPC_EOL_043_001
Delayed embryonic development,NA,IMPC_EOL_044_001
Vitelline artery,NA,IMPC_EOL_045_001
Umbilical vein,NA,IMPC_EOL_046_001
Foregut,NA,IMPC_EOL_047_001
Midgut,NA,IMPC_EOL_048_001
Pericardial cavity,NA,IMPC_EOL_049_001
Peritoneal cavity,NA,IMPC_EOL_050_001
Sinus venosus,NA,IMPC_EOL_051_001
Annotator ID,NA,IMPC_EOL_052_001
Date of Annotation,NA,IMPC_EOL_053_001
Hindbrain,NA,IMPC_EML_018_001
4th ventricle,NA,IMPC_EML_019_001
Mesencephalic vesicle,NA,IMPC_EML_020_001
Forebrain,NA,IMPC_EML_021_001
Telecenphalic (lateral) ventricle,NA,IMPC_EML_022_001
Rhombomeres,NA,IMPC_EML_023_001
Notochord,NA,IMPC_EML_024_001
Infundibular recess of 3rd ventricle,NA,IMPC_EML_025_001
Rathke's pouch,NA,IMPC_EML_026_001
Optic vesicle,NA,IMPC_EML_027_001
Otocyst,NA,IMPC_EML_028_001
1st branchial arch,NA,IMPC_EML_029_001
1st arch artery,NA,IMPC_EML_030_001
2nd branchial arch,NA,IMPC_EML_031_001
2nd arch artery,NA,IMPC_EML_032_001
Oropharynx,NA,IMPC_EML_033_001
3rd branchial arch,NA,IMPC_EML_034_001
3rd arch artery,NA,IMPC_EML_035_001
Aortic sac,NA,IMPC_EML_036_001
Common atrial chamber,NA,IMPC_EML_037_001
Atrioventricular canal,NA,IMPC_EML_038_001
Heart ventricle,NA,IMPC_EML_039_001
Primitive heart tube cardiac muscle,NA,IMPC_EML_040_001
Dorsal aorta,NA,IMPC_EML_041_001
Hepatic primordium,NA,IMPC_EML_042_001
Hindgut,NA,IMPC_EML_043_001
Forelimb bud,NA,IMPC_EML_044_001
Neural tube,NA,IMPC_EML_045_001
Caudal neuropore,NA,IMPC_EML_046_001
Somite,NA,IMPC_EML_047_001
Somite count,NA,IMPC_EML_048_001
Delayed embryonic development,NA,IMPC_EML_049_001
Vitelline artery,NA,IMPC_EML_050_001
Umbilical vein,NA,IMPC_EML_051_001
Foregut,NA,IMPC_EML_052_001
Midgut,NA,IMPC_EML_053_001
Pericardial cavity,NA,IMPC_EML_054_001
Peritoneal cavity,NA,IMPC_EML_055_001
Sinus venosus,NA,IMPC_EML_056_001
Annotator ID,NA,IMPC_EML_057_001
Date of Annotation,NA,IMPC_EML_058_001
Outcome,NA,IMPC_EVO_001_001
Decision,NA,IMPC_EVO_002_001
Comment on Decision (in English),NA,IMPC_EVO_003_001
Total embryos,NA,IMPC_EVO_004_001
Total embryos WT,NA,IMPC_EVO_005_001
Total embryos heterozygous,NA,IMPC_EVO_006_001
Total embryos homozygous,NA,IMPC_EVO_007_001
Total dead embryos,NA,IMPC_EVO_008_001
Total dead WT,NA,IMPC_EVO_009_001
Total dead heterozygous,NA,IMPC_EVO_010_001
Total dead homozygous,NA,IMPC_EVO_011_001
Total gross defect at dissection (alive or dead) embryos,NA,IMPC_EVO_012_001
Total gross defect at dissection (alive or dead) WT,NA,IMPC_EVO_013_001
Total gross defect at dissection (alive or dead) heterozygous,NA,IMPC_EVO_014_001
Total gross defect at dissection (alive or dead) homozygous,NA,IMPC_EVO_015_001
Number of reabsorptions,NA,IMPC_EVO_016_001
Average Litter Size,NA,IMPC_EVO_017_001
% embryos WT,NA,IMPC_EVO_018_001
% embryos heterozygous,NA,IMPC_EVO_019_001
% embryos homozygous,NA,IMPC_EVO_020_001
Time of dark cycle start,NA,IMPC_EVO_021_001
Time of dark cycle end,NA,IMPC_EVO_022_001
Embryo medium,NA,IMPC_EVO_023_001
Total live embryos,NA,IMPC_EVO_024_001
Total live heterozygous,NA,IMPC_EVO_025_001
Total live WT,NA,IMPC_EVO_026_001
Total live homozygous,NA,IMPC_EVO_027_001
Absent Heartbeat,NA,IMPC_GEM_008_002
Gastroschisis (herniated abdominal wall),NA,IMPC_GEM_034_002
Center average speed,NA,JAX_OFD_017_001
Absolute number of lymphocytes,NA,GMC_905_001_011
Rearings box,NA,GMC_916_001_018
Coat - hair distribution - head,NA,JAXLA_CSD_012_001
microAlbumin (calculated),NA,JAX_URI_001_001
Glucose,NA,GMC_906_001_001
sTV-active,NA,GMC_920_001_013
Mean platelets volume,NA,GMC_905_001_010
Glucose,NA,JAXLA_CBC_018_001
Whole arena average speed,NA,JAX_OFD_009_001
Body weight,NA,GMC_923_001_001
Hqp,NA,CCP_LFO_007_001
Startle response,NA,JAXLA_CSD_036_001
Fasted blood glucose concentration,NA,JAXLA_IPG_010_001
Body temperature rectal,NA,GMC_914_001_002
Shape of vertebrae,NA,CCP_XRY_018_001
PIF-active,NA,GMC_920_001_006
Glucose,NA,JAX_PLC_004_001
Total cholesterol,NA,GMC_906_001_017
Forelimb and hindlimb grip strength normalised against body weight,NA,JAXLA_GRS_011_001
Center distance travelled,NA,JAX_OFD_014_001
Transitional vertebrae,NA,CCP_XRY_060_001
Urea,NA,ESLIM_015_001_002
Platelet,NA,GMC_905_001_003
Calcium,NA,GMC_906_001_009
Alkaline phosphatase,NA,ESLIM_015_001_015
Triglyceride,NA,GMC_906_001_018
Tail - morphology,NA,JAXLA_CSD_004_001
Body weight,NA,GMC_916_001_022
CD4+ CD25+ alpha beta regulatory T cell percentage,NA,MGP_PBI_008_001
Weight,NA,CCP_LFO_001_001
Absolute number of monocytes,NA,GMC_905_001_012
Ti/TT-sleep,NA,GMC_920_001_035
sMV-sleep,NA,GMC_920_001_039
MIF-active,NA,GMC_920_001_011
Mean cell volume,NA,ESLIM_016_001_005
Entries on Board,NA,GMC_916_001_013
Whole arena resting time,NA,JAXLA_OFD_007_001
MIF-rest,NA,GMC_920_001_024
Distance travelled - total,NA,JAXLA_OFD_020_001
Polysyndactylism,NA,CCP_XRY_062_001
B-Wave 12500 Cd/mÂ² right eye,NA,GMC_912_001_008
Periphery average speed,NA,JAXLA_OFD_013_001
Glucose,NA,JAX_URI_005_001
Periphery average speed,NA,JAX_OFD_013_001
Digit integrity,NA,CCP_XRY_031_001
sMV-active,NA,GMC_920_001_014
Forelimb grip strength normalised against body weight,NA,ESLIM_009_001_703
Spleen weight,NA,HRWL_OWT_001_001
Periphery distance travelled,NA,JAX_OFD_010_001
Total cholesterol,NA,UCDLA_CBC_015_001
